total_time,total_distance,net_distance,max_sprint_length,confinement_ratio,mean_curvilinear_speed,mean_linear_speed,mean_angular_speed,num_rotations,num_direction_changes,pivot_rate,cell_count,experiment_ID,strain,vessel_type,position_in_tube,time_in_water,well_ID,slide_ID,timelapse_ID,pool_ID
16.85343927629131,288.82353242186724,131.21333927821178,6.6337047805834,0.45430279928353035,17.13736452761732,7.785552677238824,2.682857424862881,1.0,23,0.07963340039206111,7,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
12.002449336231201,338.57497327245653,181.6562551779911,10.339469597958143,0.5365318452873642,28.20882336494577,15.134932053379666,4.86386015447079,0.0,41,0.12109577859142785,7,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
13.052663653151432,28.81897884197533,3.3453047970511296,1.0836300832451045,0.11607992133915018,2.2079002116182838,0.25629288288934343,14.393410369280543,3.0,115,3.9904259144845393,7,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
11.052255430446232,166.60469593850547,104.43428283227883,10.09244033452989,0.626838770924116,15.074271218845587,9.449137643397943,3.148121130474718,0.0,20,0.12004463552085043,7,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
16.953459687426573,191.0212388359608,115.23224569612069,4.406127122965273,0.6032431074069005,11.26738980466804,6.796975238132778,2.5581076503374494,0.0,30,0.15705059909993807,5,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
10.702183991472822,326.1894081755621,246.75635686225837,10.118243991596188,0.756481819083006,30.478770355234037,23.05663564174064,2.6840755566324024,0.0,14,0.04291984855763588,5,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
11.452337074987271,227.0921154213724,43.28693873001516,8.86072338857815,0.1906140098686195,19.829325135509496,3.7797471770680717,1.6725886989132435,0.0,13,0.057245492543315867,5,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
14.853031053586113,264.0735018849085,195.85715178348818,6.561992071454057,0.7416766558760933,17.779098483817595,13.186342307969555,1.9426266144681374,0.0,20,0.07573648948964454,8,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
15.153092286991892,229.0651871320528,192.94903493860832,6.396995709618455,0.84233242665275,15.116728836179059,12.733310883630306,1.97342041655684,1.0,24,0.10477366858091947,8,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
17.05348009856183,193.49994963482584,14.303697217678906,6.630147545631051,0.07392093509415854,11.346654672036369,0.8387553235474311,2.866273625892411,4.0,27,0.13953492003979612,8,AMID-05,cc124,wells,middle,21,I03,NA,NA,NA
